WKT,nama,deskripsi
"POLYGON ((106.7776967 -6.3212603, 106.7680461 -6.3530604, 106.7577464 -6.3626143, 106.7138011 -6.3598846, 106.7230708 -6.3905926, 106.726504 -6.4315337, 106.6949183 -6.4431331, 106.7344005 -6.4499561, 106.7841823 -6.4513207, 106.7841823 -6.4441565, 106.7968852 -6.4400627, 106.8016917 -6.4584848, 106.8233211 -6.4625785, 106.8717296 -6.4673544, 106.9246013 -6.4601905, 106.9585902 -6.3984399, 106.9225789 -6.3021508, 106.9150258 -6.3642542, 106.8916798 -6.3724431, 106.8566609 -6.3540179, 106.8470479 -6.3410516, 106.8085957 -6.3703959, 106.7934895 -6.3628894, 106.8010426 -6.3151181, 106.7776967 -6.3212603))",kota depok,
