WKT,nama,deskripsi
"POLYGON ((106.6863728 -6.1437878, 106.6877461 -6.1731431, 106.7138386 -6.183383, 106.7172719 -6.1922574, 106.724825 -6.1922574, 106.7213917 -6.200449, 106.7138386 -6.2216101, 106.7385579 -6.225023, 106.7776967 -6.3212603, 106.8010426 -6.3151181, 106.7934895 -6.3628894, 106.8085957 -6.3703959, 106.8470479 -6.3410516, 106.8566609 -6.3540179, 106.8916798 -6.3724431, 106.9150258 -6.3642542, 106.9225789 -6.3021508, 106.9095326 -6.2925958, 106.9054127 -6.2605169, 106.9424916 -6.255739, 106.9500447 -6.2209274, 106.972704 -6.2024969, 106.9706441 -6.0809755, 106.7364979 -6.0755132, 106.7179585 -6.0891688, 106.6863728 -6.0953137, 106.6863728 -6.1055551, 106.6966725 -6.1082861, 106.6877461 -6.1253545, 106.6932393 -6.1390088, 106.6863728 -6.1437878))",DKI Jakarta,
