WKT,nama,deskripsi
"POLYGON ((110.0224956 -7.8964021, 110.3301128 -8.059602, 110.7009014 -8.2050664, 110.8299907 -8.2336093, 110.8341106 -8.1792401, 110.8162578 -8.1425368, 110.7874187 -8.1520528, 110.7874187 -8.0976725, 110.7544597 -8.0392056, 110.7915386 -7.8691958, 110.7860454 -7.8066146, 110.5608257 -7.7821237, 110.5333599 -7.7875662, 110.4907878 -7.7508277, 110.4660686 -7.6011194, 110.4660686 -7.5725327, 110.4413494 -7.53986, 110.4125103 -7.5521126, 110.3919109 -7.5956745, 110.3040203 -7.6487596, 110.2710613 -7.7100034, 110.2545818 -7.6419542, 110.1433452 -7.6378709, 110.1199993 -7.6650921, 110.1309856 -7.6895898, 110.1241191 -7.7521885, 110.0623211 -7.8147779, 110.0224956 -7.8964021))",DIY Yogyakarta,
